world,class,operation,passed,shortest_witness
127,admissible,full_iso,1,
127,mutation,metric,1,out_edge_type=G
127,mutation,edge_type,1,out_edge_type=G
127,mutation,boundary,1,boundary=open
127,mutation,warrant,1,warrant=definition
127,mutation,continuation,1,continuation=0
127,mutation,role,1,role=participant
128,admissible,rename,1,
128,admissible,rigid_isometry,1,
128,admissible,edge_order,1,
128,admissible,full_iso,1,
128,mutation,metric,1,out_edge_type=G
128,mutation,edge_type,1,out_edge_type=G
128,mutation,boundary,1,boundary=open
128,mutation,warrant,1,warrant=definition
128,mutation,continuation,1,continuation=0
128,mutation,role,1,role=participant
129,admissible,rename,1,
129,admissible,rigid_isometry,1,
129,admissible,edge_order,1,
129,admissible,full_iso,1,
129,mutation,metric,1,out_edge_type=G
129,mutation,edge_type,1,out_edge_type=G
129,mutation,boundary,1,boundary=open
129,mutation,warrant,1,warrant=definition
129,mutation,continuation,1,continuation=0
129,mutation,role,1,role=participant
130,admissible,rename,1,
130,admissible,rigid_isometry,1,
130,admissible,edge_order,1,
130,admissible,full_iso,1,
130,mutation,metric,1,out_edge_type=G
130,mutation,edge_type,1,out_edge_type=G
130,mutation,boundary,1,boundary=open
130,mutation,warrant,1,warrant=definition
130,mutation,continuation,1,continuation=0
130,mutation,role,1,role=participant
131,admissible,rename,1,
131,admissible,rigid_isometry,1,
131,admissible,edge_order,1,
131,admissible,full_iso,1,
131,mutation,metric,1,exists_metric_le=1.25
131,mutation,edge_type,1,out_edge_type=G
131,mutation,boundary,1,boundary=open
131,mutation,warrant,1,warrant=definition
131,mutation,continuation,1,continuation=0
131,mutation,role,1,role=participant
132,admissible,rename,1,
132,admissible,rigid_isometry,1,
132,admissible,edge_order,1,
132,admissible,full_iso,1,
132,mutation,metric,1,exists_same_type_metric_le=2.0
132,mutation,edge_type,1,out_edge_type=G
132,mutation,boundary,1,boundary=open
132,mutation,warrant,1,warrant=definition
132,mutation,continuation,1,continuation=0
132,mutation,role,1,role=participant
133,admissible,rename,1,
133,admissible,rigid_isometry,1,
133,admissible,edge_order,1,
133,admissible,full_iso,1,
133,mutation,metric,1,out_edge_type=G
133,mutation,edge_type,1,out_edge_type=G
133,mutation,boundary,1,boundary=open
133,mutation,warrant,1,warrant=definition
133,mutation,continuation,1,continuation=0
133,mutation,role,1,role=participant
134,admissible,rename,1,
134,admissible,rigid_isometry,1,
134,admissible,edge_order,1,
134,admissible,full_iso,1,
134,mutation,metric,1,out_edge_type=G
134,mutation,edge_type,1,out_edge_type=G
134,mutation,boundary,1,boundary=open
134,mutation,warrant,1,warrant=definition
134,mutation,continuation,1,continuation=0
134,mutation,role,1,role=participant
135,admissible,rename,1,
135,admissible,rigid_isometry,1,
135,admissible,edge_order,1,
135,admissible,full_iso,1,
135,mutation,metric,1,exists_metric_le=1.25
135,mutation,edge_type,1,out_edge_type=G
135,mutation,boundary,1,boundary=open
135,mutation,warrant,1,warrant=definition
135,mutation,continuation,1,continuation=0
135,mutation,role,1,role=participant
136,admissible,rename,1,
136,admissible,rigid_isometry,1,
136,admissible,edge_order,1,
136,admissible,full_iso,1,
136,mutation,metric,1,out_edge_type=G
136,mutation,edge_type,1,out_edge_type=G
136,mutation,boundary,1,boundary=open
136,mutation,warrant,1,warrant=definition
136,mutation,continuation,1,continuation=0
136,mutation,role,1,role=participant
137,admissible,rename,1,
137,admissible,rigid_isometry,1,
137,admissible,edge_order,1,
137,admissible,full_iso,1,
137,mutation,metric,1,out_edge_type=G
137,mutation,edge_type,1,out_edge_type=G
137,mutation,boundary,1,boundary=open
137,mutation,warrant,1,warrant=definition
137,mutation,continuation,1,continuation=0
137,mutation,role,1,role=participant
138,admissible,rename,1,
138,admissible,rigid_isometry,1,
138,admissible,edge_order,1,
138,admissible,full_iso,1,
138,mutation,metric,1,exists_metric_le=1.25
138,mutation,edge_type,1,out_edge_type=G
138,mutation,boundary,1,boundary=open
138,mutation,warrant,1,warrant=definition
138,mutation,continuation,1,continuation=0
138,mutation,role,1,role=participant
139,admissible,rename,1,
139,admissible,rigid_isometry,1,
139,admissible,edge_order,1,
139,admissible,full_iso,1,
139,mutation,metric,1,out_edge_type=G
139,mutation,edge_type,1,out_edge_type=G
139,mutation,boundary,1,boundary=open
139,mutation,warrant,1,warrant=definition
139,mutation,continuation,1,continuation=0
139,mutation,role,1,role=participant
140,admissible,rename,1,
140,admissible,rigid_isometry,1,
140,admissible,edge_order,1,
140,admissible,full_iso,1,
140,mutation,metric,1,typed_neighbor=G@1.25
140,mutation,edge_type,1,out_edge_type=G
140,mutation,boundary,1,boundary=open
140,mutation,warrant,1,warrant=definition
140,mutation,continuation,1,continuation=0
140,mutation,role,1,role=participant
141,admissible,rename,1,
141,admissible,rigid_isometry,1,
141,admissible,edge_order,1,
141,admissible,full_iso,1,
141,mutation,metric,1,exists_metric_le=1.25
141,mutation,edge_type,1,out_edge_type=G
141,mutation,boundary,1,boundary=open
141,mutation,warrant,1,warrant=definition
141,mutation,continuation,1,continuation=0
141,mutation,role,1,role=participant
142,admissible,rename,1,
142,admissible,rigid_isometry,1,
142,admissible,edge_order,1,
142,admissible,full_iso,1,
142,mutation,metric,1,typed_neighbor=G@1.25
142,mutation,edge_type,1,out_edge_type=G
142,mutation,boundary,1,boundary=open
142,mutation,warrant,1,warrant=definition
142,mutation,continuation,1,continuation=0
142,mutation,role,1,role=participant
143,admissible,rename,1,
143,admissible,rigid_isometry,1,
143,admissible,edge_order,1,
143,admissible,full_iso,1,
143,mutation,metric,1,typed_neighbor=G@3.0
143,mutation,edge_type,1,out_edge_type=G
143,mutation,boundary,1,boundary=open
143,mutation,warrant,1,warrant=definition
143,mutation,continuation,1,continuation=0
143,mutation,role,1,role=participant
144,admissible,rename,1,
144,admissible,rigid_isometry,1,
144,admissible,edge_order,1,
144,admissible,full_iso,1,
144,mutation,metric,1,exists_metric_le=1.25
144,mutation,edge_type,1,out_edge_type=G
144,mutation,boundary,1,boundary=open
144,mutation,warrant,1,warrant=definition
144,mutation,continuation,1,continuation=0
144,mutation,role,1,role=participant
145,admissible,rename,1,
145,admissible,rigid_isometry,1,
145,admissible,edge_order,1,
145,admissible,full_iso,1,
145,mutation,metric,1,out_edge_type=G
145,mutation,edge_type,1,out_edge_type=G
145,mutation,boundary,1,boundary=open
145,mutation,warrant,1,warrant=definition
145,mutation,continuation,1,continuation=0
145,mutation,role,1,role=participant
146,admissible,rename,1,
146,admissible,rigid_isometry,1,
146,admissible,edge_order,1,
146,admissible,full_iso,1,
146,mutation,metric,1,out_edge_type=G
146,mutation,edge_type,1,out_edge_type=G
146,mutation,boundary,1,boundary=open
146,mutation,warrant,1,warrant=definition
146,mutation,continuation,1,continuation=0
146,mutation,role,1,role=participant
147,admissible,rename,1,
147,admissible,rigid_isometry,1,
147,admissible,edge_order,1,
147,admissible,full_iso,1,
147,mutation,metric,1,exists_metric_le=1.25
147,mutation,edge_type,1,out_edge_type=G
147,mutation,boundary,1,boundary=open
147,mutation,warrant,1,warrant=definition
147,mutation,continuation,1,continuation=0
147,mutation,role,1,role=participant
148,admissible,rename,1,
148,admissible,rigid_isometry,1,
148,admissible,edge_order,1,
148,admissible,full_iso,1,
148,mutation,metric,1,out_edge_type=G
148,mutation,edge_type,1,out_edge_type=G
148,mutation,boundary,1,boundary=open
148,mutation,warrant,1,warrant=definition
148,mutation,continuation,1,continuation=0
148,mutation,role,1,role=participant
149,admissible,rename,1,
149,admissible,rigid_isometry,1,
149,admissible,edge_order,1,
149,admissible,full_iso,1,
149,mutation,metric,1,out_edge_type=G
149,mutation,edge_type,1,out_edge_type=G
149,mutation,boundary,1,boundary=open
149,mutation,warrant,1,warrant=definition
149,mutation,continuation,1,continuation=0
149,mutation,role,1,role=participant
150,admissible,rename,1,
150,admissible,rigid_isometry,1,
150,admissible,edge_order,1,
150,admissible,full_iso,1,
150,mutation,metric,1,typed_neighbor=G@1.25
150,mutation,edge_type,1,out_edge_type=G
150,mutation,boundary,1,boundary=open
150,mutation,warrant,1,warrant=definition
150,mutation,continuation,1,continuation=0
150,mutation,role,1,role=participant
151,admissible,rename,1,
151,admissible,rigid_isometry,1,
151,admissible,edge_order,1,
151,admissible,full_iso,1,
151,mutation,metric,1,out_edge_type=G
151,mutation,edge_type,1,out_edge_type=G
151,mutation,boundary,1,boundary=open
151,mutation,warrant,1,warrant=definition
151,mutation,continuation,1,continuation=0
151,mutation,role,1,role=participant
152,admissible,rename,1,
152,admissible,rigid_isometry,1,
152,admissible,edge_order,1,
152,admissible,full_iso,1,
152,mutation,metric,1,out_edge_type=G
152,mutation,edge_type,1,out_edge_type=G
152,mutation,boundary,1,boundary=open
152,mutation,warrant,1,warrant=definition
152,mutation,continuation,1,continuation=0
152,mutation,role,1,role=participant
153,admissible,rename,1,
153,admissible,rigid_isometry,1,
153,admissible,edge_order,1,
153,admissible,full_iso,1,
153,mutation,metric,1,exists_metric_le=2.0
153,mutation,edge_type,1,out_edge_type=G
153,mutation,boundary,1,boundary=open
153,mutation,warrant,1,warrant=definition
153,mutation,continuation,1,continuation=0
153,mutation,role,1,role=participant
154,admissible,rename,1,
154,admissible,rigid_isometry,1,
154,admissible,edge_order,1,
154,admissible,full_iso,1,
154,mutation,metric,1,out_edge_type=G
154,mutation,edge_type,1,out_edge_type=G
154,mutation,boundary,1,boundary=open
154,mutation,warrant,1,warrant=definition
154,mutation,continuation,1,continuation=0
154,mutation,role,1,role=participant
155,admissible,rename,1,
155,admissible,rigid_isometry,1,
155,admissible,edge_order,1,
155,admissible,full_iso,1,
155,mutation,metric,1,out_edge_type=G
155,mutation,edge_type,1,out_edge_type=G
155,mutation,boundary,1,boundary=open
155,mutation,warrant,1,warrant=definition
155,mutation,continuation,1,continuation=0
155,mutation,role,1,role=participant
156,admissible,rename,1,
156,admissible,rigid_isometry,1,
156,admissible,edge_order,1,
156,admissible,full_iso,1,
156,mutation,metric,1,out_edge_type=G
156,mutation,edge_type,1,out_edge_type=G
156,mutation,boundary,1,boundary=open
156,mutation,warrant,1,warrant=definition
156,mutation,continuation,1,continuation=0
156,mutation,role,1,role=participant
157,admissible,rename,1,
157,admissible,rigid_isometry,1,
157,admissible,edge_order,1,
157,admissible,full_iso,1,
157,mutation,metric,1,out_edge_type=G
157,mutation,edge_type,1,out_edge_type=G
157,mutation,boundary,1,boundary=open
157,mutation,warrant,1,warrant=definition
157,mutation,continuation,1,continuation=0
157,mutation,role,1,role=participant
158,admissible,rename,1,
158,admissible,rigid_isometry,1,
158,admissible,edge_order,1,
158,admissible,full_iso,1,
158,mutation,metric,1,out_edge_type=G
158,mutation,edge_type,1,out_edge_type=G
158,mutation,boundary,1,boundary=open
158,mutation,warrant,1,warrant=definition
158,mutation,continuation,1,continuation=0
158,mutation,role,1,role=participant
159,admissible,rename,1,
159,admissible,rigid_isometry,1,
159,admissible,edge_order,1,
159,admissible,full_iso,1,
159,mutation,metric,1,exists_metric_le=1.25
159,mutation,edge_type,1,out_edge_type=G
159,mutation,boundary,1,boundary=open
159,mutation,warrant,1,warrant=definition
159,mutation,continuation,1,continuation=0
159,mutation,role,1,role=participant
160,admissible,rename,1,
160,admissible,rigid_isometry,1,
160,admissible,edge_order,1,
160,admissible,full_iso,1,
160,mutation,metric,1,exists_metric_le=2.0
160,mutation,edge_type,1,out_edge_type=G
160,mutation,boundary,1,boundary=open
160,mutation,warrant,1,warrant=definition
160,mutation,continuation,1,continuation=0
160,mutation,role,1,role=participant
161,admissible,rename,1,
161,admissible,rigid_isometry,1,
161,admissible,edge_order,1,
161,admissible,full_iso,1,
161,mutation,metric,1,typed_neighbor=G@1.25
161,mutation,edge_type,1,out_edge_type=G
161,mutation,boundary,1,boundary=open
161,mutation,warrant,1,warrant=definition
161,mutation,continuation,1,continuation=0
161,mutation,role,1,role=participant
162,admissible,rename,1,
162,admissible,rigid_isometry,1,
162,admissible,edge_order,1,
162,admissible,full_iso,1,
162,mutation,metric,1,typed_neighbor=G@3.0
162,mutation,edge_type,1,out_edge_type=G
162,mutation,boundary,1,boundary=open
162,mutation,warrant,1,warrant=definition
162,mutation,continuation,1,continuation=0
162,mutation,role,1,role=participant
163,admissible,rename,1,
163,admissible,rigid_isometry,1,
163,admissible,edge_order,1,
163,admissible,full_iso,1,
163,mutation,metric,1,out_edge_type=G
163,mutation,edge_type,1,out_edge_type=G
163,mutation,boundary,1,boundary=open
163,mutation,warrant,1,warrant=definition
163,mutation,continuation,1,continuation=0
163,mutation,role,1,role=participant
164,admissible,rename,1,
164,admissible,rigid_isometry,1,
164,admissible,edge_order,1,
164,admissible,full_iso,1,
164,mutation,metric,1,out_edge_type=G
164,mutation,edge_type,1,out_edge_type=G
164,mutation,boundary,1,boundary=open
164,mutation,warrant,1,warrant=definition
164,mutation,continuation,1,continuation=0
164,mutation,role,1,role=participant
165,admissible,rename,1,
165,admissible,rigid_isometry,1,
165,admissible,edge_order,1,
165,admissible,full_iso,1,
165,mutation,metric,1,out_edge_type=G
165,mutation,edge_type,1,out_edge_type=G
165,mutation,boundary,1,boundary=open
165,mutation,warrant,1,warrant=definition
165,mutation,continuation,1,continuation=0
165,mutation,role,1,role=participant
166,admissible,rename,1,
166,admissible,rigid_isometry,1,
166,admissible,edge_order,1,
166,admissible,full_iso,1,
166,mutation,metric,1,out_edge_type=G
166,mutation,edge_type,1,out_edge_type=G
166,mutation,boundary,1,boundary=open
166,mutation,warrant,1,warrant=definition
166,mutation,continuation,1,continuation=0
166,mutation,role,1,role=participant
167,admissible,rename,1,
167,admissible,rigid_isometry,1,
167,admissible,edge_order,1,
167,admissible,full_iso,1,
167,mutation,metric,1,out_edge_type=G
167,mutation,edge_type,1,out_edge_type=G
167,mutation,boundary,1,boundary=open
167,mutation,warrant,1,warrant=definition
167,mutation,continuation,1,continuation=0
167,mutation,role,1,role=participant
168,admissible,rename,1,
168,admissible,rigid_isometry,1,
168,admissible,edge_order,1,
168,admissible,full_iso,1,
168,mutation,metric,1,out_edge_type=G
168,mutation,edge_type,1,out_edge_type=G
168,mutation,boundary,1,boundary=open
168,mutation,warrant,1,warrant=definition
168,mutation,continuation,1,continuation=0
168,mutation,role,1,role=participant
169,admissible,rename,1,
169,admissible,rigid_isometry,1,
169,admissible,edge_order,1,
169,admissible,full_iso,1,
169,mutation,metric,1,out_edge_type=G
169,mutation,edge_type,1,out_edge_type=G
169,mutation,boundary,1,boundary=open
169,mutation,warrant,1,warrant=definition
169,mutation,continuation,1,continuation=0
169,mutation,role,1,role=participant
170,admissible,rename,1,
170,admissible,rigid_isometry,1,
170,admissible,edge_order,1,
170,admissible,full_iso,1,
170,mutation,metric,1,exists_metric_le=1.25
170,mutation,edge_type,1,out_edge_type=G
170,mutation,boundary,1,boundary=open
170,mutation,warrant,1,warrant=definition
170,mutation,continuation,1,continuation=0
170,mutation,role,1,role=participant
171,admissible,rename,1,
171,admissible,rigid_isometry,1,
171,admissible,edge_order,1,
171,admissible,full_iso,1,
171,mutation,metric,1,out_edge_type=G
171,mutation,edge_type,1,out_edge_type=G
171,mutation,boundary,1,boundary=open
171,mutation,warrant,1,warrant=definition
171,mutation,continuation,1,continuation=0
171,mutation,role,1,role=participant
172,admissible,rename,1,
172,admissible,rigid_isometry,1,
172,admissible,edge_order,1,
172,admissible,full_iso,1,
172,mutation,metric,1,out_edge_type=G
172,mutation,edge_type,1,out_edge_type=G
172,mutation,boundary,1,boundary=open
172,mutation,warrant,1,warrant=definition
172,mutation,continuation,1,continuation=0
172,mutation,role,1,role=participant
173,admissible,rename,1,
173,admissible,rigid_isometry,1,
173,admissible,edge_order,1,
173,admissible,full_iso,1,
173,mutation,metric,1,out_edge_type=G
173,mutation,edge_type,1,out_edge_type=G
173,mutation,boundary,1,boundary=open
173,mutation,warrant,1,warrant=definition
173,mutation,continuation,1,continuation=0
173,mutation,role,1,role=participant
174,admissible,rename,1,
174,admissible,rigid_isometry,1,
174,admissible,edge_order,1,
174,admissible,full_iso,1,
174,mutation,metric,1,out_edge_type=G
174,mutation,edge_type,1,out_edge_type=G
174,mutation,boundary,1,boundary=open
174,mutation,warrant,1,warrant=definition
174,mutation,continuation,1,continuation=0
174,mutation,role,1,role=participant
175,admissible,rename,1,
175,admissible,rigid_isometry,1,
175,admissible,edge_order,1,
175,admissible,full_iso,1,
175,mutation,metric,1,out_edge_type=G
175,mutation,edge_type,1,out_edge_type=G
175,mutation,boundary,1,boundary=open
175,mutation,warrant,1,warrant=definition
175,mutation,continuation,1,continuation=0
175,mutation,role,1,role=participant
176,admissible,rename,1,
176,admissible,rigid_isometry,1,
176,admissible,edge_order,1,
176,admissible,full_iso,1,
176,mutation,metric,1,out_edge_type=G
176,mutation,edge_type,1,out_edge_type=G
176,mutation,boundary,1,boundary=open
176,mutation,warrant,1,warrant=definition
176,mutation,continuation,1,continuation=0
176,mutation,role,1,role=participant
177,admissible,rename,1,
177,admissible,rigid_isometry,1,
177,admissible,edge_order,1,
177,admissible,full_iso,1,
177,mutation,metric,1,out_edge_type=G
177,mutation,edge_type,1,out_edge_type=G
177,mutation,boundary,1,boundary=open
177,mutation,warrant,1,warrant=definition
177,mutation,continuation,1,continuation=0
177,mutation,role,1,role=participant
178,admissible,rename,1,
178,admissible,rigid_isometry,1,
178,admissible,edge_order,1,
178,admissible,full_iso,1,
178,mutation,metric,1,out_edge_type=G
178,mutation,edge_type,1,out_edge_type=G
178,mutation,boundary,1,boundary=open
178,mutation,warrant,1,warrant=definition
178,mutation,continuation,1,continuation=0
178,mutation,role,1,role=participant
179,admissible,rename,1,
179,admissible,rigid_isometry,1,
179,admissible,edge_order,1,
179,admissible,full_iso,1,
179,mutation,metric,1,out_edge_type=G
179,mutation,edge_type,1,out_edge_type=G
179,mutation,boundary,1,boundary=open
179,mutation,warrant,1,warrant=definition
179,mutation,continuation,1,continuation=0
179,mutation,role,1,role=participant
180,admissible,rename,1,
180,admissible,rigid_isometry,1,
180,admissible,edge_order,1,
180,admissible,full_iso,1,
180,mutation,metric,1,out_edge_type=G
180,mutation,edge_type,1,out_edge_type=G
180,mutation,boundary,1,boundary=open
180,mutation,warrant,1,warrant=definition
180,mutation,continuation,1,continuation=0
180,mutation,role,1,role=participant
181,admissible,rename,1,
181,admissible,rigid_isometry,1,
181,admissible,edge_order,1,
181,admissible,full_iso,1,
181,mutation,metric,1,exists_metric_le=1.25
181,mutation,edge_type,1,out_edge_type=G
181,mutation,boundary,1,boundary=open
181,mutation,warrant,1,warrant=definition
181,mutation,continuation,1,continuation=0
181,mutation,role,1,role=participant
182,admissible,rename,1,
182,admissible,rigid_isometry,1,
182,admissible,edge_order,1,
182,admissible,full_iso,1,
182,mutation,metric,1,typed_neighbor=G@3.0
182,mutation,edge_type,1,out_edge_type=G
182,mutation,boundary,1,boundary=open
182,mutation,warrant,1,warrant=definition
182,mutation,continuation,1,continuation=0
182,mutation,role,1,role=participant
183,admissible,rename,1,
183,admissible,rigid_isometry,1,
183,admissible,edge_order,1,
183,admissible,full_iso,1,
183,mutation,metric,1,out_edge_type=G
183,mutation,edge_type,1,out_edge_type=G
183,mutation,boundary,1,boundary=open
183,mutation,warrant,1,warrant=definition
183,mutation,continuation,1,continuation=0
183,mutation,role,1,role=participant
184,admissible,rename,1,
184,admissible,rigid_isometry,1,
184,admissible,edge_order,1,
184,admissible,full_iso,1,
184,mutation,metric,1,out_edge_type=G
184,mutation,edge_type,1,out_edge_type=G
184,mutation,boundary,1,boundary=open
184,mutation,warrant,1,warrant=definition
184,mutation,continuation,1,continuation=0
184,mutation,role,1,role=participant
185,admissible,rename,1,
185,admissible,rigid_isometry,1,
185,admissible,edge_order,1,
185,admissible,full_iso,1,
185,mutation,metric,1,out_edge_type=G
185,mutation,edge_type,1,out_edge_type=G
185,mutation,boundary,1,boundary=open
185,mutation,warrant,1,warrant=definition
185,mutation,continuation,1,continuation=0
185,mutation,role,1,role=participant
186,admissible,rename,1,
186,admissible,rigid_isometry,1,
186,admissible,edge_order,1,
186,admissible,full_iso,1,
186,mutation,metric,1,out_edge_type=G
186,mutation,edge_type,1,out_edge_type=G
186,mutation,boundary,1,boundary=open
186,mutation,warrant,1,warrant=definition
186,mutation,continuation,1,continuation=0
186,mutation,role,1,role=participant
187,admissible,rename,1,
187,admissible,rigid_isometry,1,
187,admissible,edge_order,1,
187,admissible,full_iso,1,
187,mutation,metric,1,out_edge_type=G
187,mutation,edge_type,1,out_edge_type=G
187,mutation,boundary,1,boundary=open
187,mutation,warrant,1,warrant=definition
187,mutation,continuation,1,continuation=0
187,mutation,role,1,role=participant
188,admissible,rename,1,
188,admissible,rigid_isometry,1,
188,admissible,edge_order,1,
188,admissible,full_iso,1,
188,mutation,metric,1,out_edge_type=G
188,mutation,edge_type,1,out_edge_type=G
188,mutation,boundary,1,boundary=open
188,mutation,warrant,1,warrant=definition
188,mutation,continuation,1,continuation=0
188,mutation,role,1,role=participant
189,admissible,rename,1,
189,admissible,rigid_isometry,1,
189,admissible,edge_order,1,
189,admissible,full_iso,1,
189,mutation,metric,1,out_edge_type=G
189,mutation,edge_type,1,out_edge_type=G
189,mutation,boundary,1,boundary=open
189,mutation,warrant,1,warrant=definition
189,mutation,continuation,1,continuation=0
189,mutation,role,1,role=participant
190,admissible,rename,1,
190,admissible,rigid_isometry,1,
190,admissible,edge_order,1,
190,admissible,full_iso,1,
190,mutation,metric,1,exists_metric_le=1.25
190,mutation,edge_type,1,out_edge_type=G
190,mutation,boundary,1,boundary=open
190,mutation,warrant,1,warrant=definition
190,mutation,continuation,1,continuation=0
190,mutation,role,1,role=participant
191,admissible,rename,1,
191,admissible,rigid_isometry,1,
191,admissible,edge_order,1,
191,admissible,full_iso,1,
191,mutation,metric,1,out_edge_type=G
191,mutation,edge_type,1,out_edge_type=G
191,mutation,boundary,1,boundary=open
191,mutation,warrant,1,warrant=definition
191,mutation,continuation,1,continuation=0
191,mutation,role,1,role=participant
192,admissible,rename,1,
192,admissible,rigid_isometry,1,
192,admissible,edge_order,1,
192,admissible,full_iso,1,
192,mutation,metric,1,out_edge_type=G
192,mutation,edge_type,1,out_edge_type=G
192,mutation,boundary,1,boundary=open
192,mutation,warrant,1,warrant=definition
192,mutation,continuation,1,continuation=0
192,mutation,role,1,role=participant
193,admissible,rename,1,
193,admissible,rigid_isometry,1,
193,admissible,edge_order,1,
193,admissible,full_iso,1,
193,mutation,metric,1,out_edge_type=G
193,mutation,edge_type,1,out_edge_type=G
193,mutation,boundary,1,boundary=open
193,mutation,warrant,1,warrant=definition
193,mutation,continuation,1,continuation=0
193,mutation,role,1,role=participant
194,admissible,rename,1,
194,admissible,rigid_isometry,1,
194,admissible,edge_order,1,
194,admissible,full_iso,1,
194,mutation,metric,1,out_edge_type=G
194,mutation,edge_type,1,out_edge_type=G
194,mutation,boundary,1,boundary=open
194,mutation,warrant,1,warrant=definition
194,mutation,continuation,1,continuation=0
194,mutation,role,1,role=participant
195,admissible,rename,1,
195,admissible,rigid_isometry,1,
195,admissible,edge_order,1,
195,admissible,full_iso,1,
195,mutation,metric,1,exists_metric_le=2.0
195,mutation,edge_type,1,out_edge_type=G
195,mutation,boundary,1,boundary=open
195,mutation,warrant,1,warrant=definition
195,mutation,continuation,1,continuation=0
195,mutation,role,1,role=participant
196,admissible,rename,1,
196,admissible,rigid_isometry,1,
196,admissible,edge_order,1,
196,admissible,full_iso,1,
196,mutation,metric,1,out_edge_type=G
196,mutation,edge_type,1,out_edge_type=G
196,mutation,boundary,1,boundary=open
196,mutation,warrant,1,warrant=definition
196,mutation,continuation,1,continuation=0
196,mutation,role,1,role=participant
197,admissible,rename,1,
197,admissible,rigid_isometry,1,
197,admissible,edge_order,1,
197,admissible,full_iso,1,
197,mutation,metric,1,out_edge_type=G
197,mutation,edge_type,1,out_edge_type=G
197,mutation,boundary,1,boundary=open
197,mutation,warrant,1,warrant=definition
197,mutation,continuation,1,continuation=0
197,mutation,role,1,role=participant
198,admissible,rename,1,
198,admissible,rigid_isometry,1,
198,admissible,edge_order,1,
198,admissible,full_iso,1,
198,mutation,metric,1,out_edge_type=G
198,mutation,edge_type,1,out_edge_type=G
198,mutation,boundary,1,boundary=open
198,mutation,warrant,1,warrant=definition
198,mutation,continuation,1,continuation=0
198,mutation,role,1,role=participant
199,admissible,rename,1,
199,admissible,rigid_isometry,1,
199,admissible,edge_order,1,
199,admissible,full_iso,1,
199,mutation,metric,1,out_edge_type=G
199,mutation,edge_type,1,out_edge_type=G
199,mutation,boundary,1,boundary=open
199,mutation,warrant,1,warrant=definition
199,mutation,continuation,1,continuation=0
199,mutation,role,1,role=participant
200,admissible,rename,1,
200,admissible,rigid_isometry,1,
200,admissible,edge_order,1,
200,admissible,full_iso,1,
200,mutation,metric,1,out_edge_type=G
200,mutation,edge_type,1,out_edge_type=G
200,mutation,boundary,1,boundary=open
200,mutation,warrant,1,warrant=definition
200,mutation,continuation,1,continuation=0
200,mutation,role,1,role=participant
201,admissible,rename,1,
201,admissible,rigid_isometry,1,
201,admissible,edge_order,1,
201,admissible,full_iso,1,
201,mutation,metric,1,out_edge_type=G
201,mutation,edge_type,1,out_edge_type=G
201,mutation,boundary,1,boundary=open
201,mutation,warrant,1,warrant=definition
201,mutation,continuation,1,continuation=0
201,mutation,role,1,role=participant
202,admissible,rename,1,
202,admissible,rigid_isometry,1,
202,admissible,edge_order,1,
202,admissible,full_iso,1,
202,mutation,metric,1,out_edge_type=G
202,mutation,edge_type,1,out_edge_type=G
202,mutation,boundary,1,boundary=open
202,mutation,warrant,1,warrant=definition
202,mutation,continuation,1,continuation=0
202,mutation,role,1,role=participant
203,admissible,rename,1,
203,admissible,rigid_isometry,1,
203,admissible,edge_order,1,
203,admissible,full_iso,1,
203,mutation,metric,1,out_edge_type=G
203,mutation,edge_type,1,out_edge_type=G
203,mutation,boundary,1,boundary=open
203,mutation,warrant,1,warrant=definition
203,mutation,continuation,1,continuation=0
203,mutation,role,1,role=participant
204,admissible,rename,1,
204,admissible,rigid_isometry,1,
204,admissible,edge_order,1,
204,admissible,full_iso,1,
204,mutation,metric,1,out_edge_type=G
204,mutation,edge_type,1,out_edge_type=G
204,mutation,boundary,1,boundary=open
204,mutation,warrant,1,warrant=definition
204,mutation,continuation,1,continuation=0
204,mutation,role,1,role=participant
205,admissible,rename,1,
205,admissible,rigid_isometry,1,
205,admissible,edge_order,1,
205,admissible,full_iso,1,
205,mutation,metric,1,out_edge_type=G
205,mutation,edge_type,1,out_edge_type=G
205,mutation,boundary,1,boundary=open
205,mutation,warrant,1,warrant=definition
205,mutation,continuation,1,continuation=0
205,mutation,role,1,role=participant
206,admissible,rename,1,
206,admissible,rigid_isometry,1,
206,admissible,edge_order,1,
206,admissible,full_iso,1,
206,mutation,metric,1,out_edge_type=G
206,mutation,edge_type,1,out_edge_type=G
206,mutation,boundary,1,boundary=open
206,mutation,warrant,1,warrant=definition
206,mutation,continuation,1,continuation=0
206,mutation,role,1,role=participant
207,admissible,rename,1,
207,admissible,rigid_isometry,1,
207,admissible,edge_order,1,
207,admissible,full_iso,1,
207,mutation,metric,1,out_edge_type=G
207,mutation,edge_type,1,out_edge_type=G
207,mutation,boundary,1,boundary=open
207,mutation,warrant,1,warrant=definition
207,mutation,continuation,1,continuation=0
207,mutation,role,1,role=participant
208,admissible,rename,1,
208,admissible,rigid_isometry,1,
208,admissible,edge_order,1,
208,admissible,full_iso,1,
208,mutation,metric,1,exists_metric_le=1.25
208,mutation,edge_type,1,out_edge_type=G
208,mutation,boundary,1,boundary=open
208,mutation,warrant,1,warrant=definition
208,mutation,continuation,1,continuation=0
208,mutation,role,1,role=participant
209,admissible,rename,1,
209,admissible,rigid_isometry,1,
209,admissible,edge_order,1,
209,admissible,full_iso,1,
209,mutation,metric,1,out_edge_type=G
