world,class,operation,passed,shortest_witness
251,mutation,warrant,1,warrant=definition
251,mutation,continuation,1,continuation=0
251,mutation,role,1,role=participant
252,admissible,rename,1,
252,admissible,rigid_isometry,1,
252,admissible,edge_order,1,
252,admissible,full_iso,1,
252,mutation,metric,1,out_edge_type=G
252,mutation,edge_type,1,out_edge_type=G
252,mutation,boundary,1,boundary=open
252,mutation,warrant,1,warrant=definition
252,mutation,continuation,1,continuation=0
252,mutation,role,1,role=participant
253,admissible,rename,1,
253,admissible,rigid_isometry,1,
253,admissible,edge_order,1,
253,admissible,full_iso,1,
253,mutation,metric,1,out_edge_type=G
253,mutation,edge_type,1,out_edge_type=G
253,mutation,boundary,1,boundary=open
253,mutation,warrant,1,warrant=definition
253,mutation,continuation,1,continuation=0
253,mutation,role,1,role=participant
254,admissible,rename,1,
254,admissible,rigid_isometry,1,
254,admissible,edge_order,1,
254,admissible,full_iso,1,
254,mutation,metric,1,out_edge_type=G
254,mutation,edge_type,1,out_edge_type=G
254,mutation,boundary,1,boundary=open
254,mutation,warrant,1,warrant=definition
254,mutation,continuation,1,continuation=0
254,mutation,role,1,role=participant
255,admissible,rename,1,
255,admissible,rigid_isometry,1,
255,admissible,edge_order,1,
255,admissible,full_iso,1,
255,mutation,metric,1,typed_neighbor=G@1.25
255,mutation,edge_type,1,out_edge_type=G
255,mutation,boundary,1,boundary=open
255,mutation,warrant,1,warrant=definition
255,mutation,continuation,1,continuation=0
255,mutation,role,1,role=participant
256,admissible,rename,1,
256,admissible,rigid_isometry,1,
256,admissible,edge_order,1,
256,admissible,full_iso,1,
256,mutation,metric,1,out_edge_type=G
256,mutation,edge_type,1,out_edge_type=G
256,mutation,boundary,1,boundary=open
256,mutation,warrant,1,warrant=definition
256,mutation,continuation,1,continuation=0
256,mutation,role,1,role=participant
257,admissible,rename,1,
257,admissible,rigid_isometry,1,
257,admissible,edge_order,1,
257,admissible,full_iso,1,
257,mutation,metric,1,exists_metric_le=1.25
257,mutation,edge_type,1,out_edge_type=G
257,mutation,boundary,1,boundary=open
257,mutation,warrant,1,warrant=definition
257,mutation,continuation,1,continuation=0
257,mutation,role,1,role=participant
258,admissible,rename,1,
258,admissible,rigid_isometry,1,
258,admissible,edge_order,1,
258,admissible,full_iso,1,
258,mutation,metric,1,out_edge_type=G
258,mutation,edge_type,1,out_edge_type=G
258,mutation,boundary,1,boundary=open
258,mutation,warrant,1,warrant=definition
258,mutation,continuation,1,continuation=0
258,mutation,role,1,role=participant
259,admissible,rename,1,
259,admissible,rigid_isometry,1,
259,admissible,edge_order,1,
259,admissible,full_iso,1,
259,mutation,metric,1,exists_metric_le=1.25
259,mutation,edge_type,1,out_edge_type=G
259,mutation,boundary,1,boundary=open
259,mutation,warrant,1,warrant=definition
259,mutation,continuation,1,continuation=0
259,mutation,role,1,role=participant
260,admissible,rename,1,
260,admissible,rigid_isometry,1,
260,admissible,edge_order,1,
260,admissible,full_iso,1,
260,mutation,metric,1,out_edge_type=G
260,mutation,edge_type,1,out_edge_type=G
260,mutation,boundary,1,boundary=open
260,mutation,warrant,1,warrant=definition
260,mutation,continuation,1,continuation=0
260,mutation,role,1,role=participant
261,admissible,rename,1,
261,admissible,rigid_isometry,1,
261,admissible,edge_order,1,
261,admissible,full_iso,1,
261,mutation,metric,1,out_edge_type=G
261,mutation,edge_type,1,out_edge_type=G
261,mutation,boundary,1,boundary=open
261,mutation,warrant,1,warrant=definition
261,mutation,continuation,1,continuation=0
261,mutation,role,1,role=participant
262,admissible,rename,1,
262,admissible,rigid_isometry,1,
262,admissible,edge_order,1,
262,admissible,full_iso,1,
262,mutation,metric,1,out_edge_type=G
262,mutation,edge_type,1,out_edge_type=G
262,mutation,boundary,1,boundary=open
262,mutation,warrant,1,warrant=definition
262,mutation,continuation,1,continuation=0
262,mutation,role,1,role=participant
263,admissible,rename,1,
263,admissible,rigid_isometry,1,
263,admissible,edge_order,1,
263,admissible,full_iso,1,
263,mutation,metric,1,out_edge_type=G
263,mutation,edge_type,1,out_edge_type=G
263,mutation,boundary,1,boundary=open
263,mutation,warrant,1,warrant=definition
263,mutation,continuation,1,continuation=0
263,mutation,role,1,role=participant
264,admissible,rename,1,
264,admissible,rigid_isometry,1,
264,admissible,edge_order,1,
264,admissible,full_iso,1,
264,mutation,metric,1,exists_metric_le=1.25
264,mutation,edge_type,1,out_edge_type=G
264,mutation,boundary,1,boundary=open
264,mutation,warrant,1,warrant=definition
264,mutation,continuation,1,continuation=0
264,mutation,role,1,role=participant
265,admissible,rename,1,
265,admissible,rigid_isometry,1,
265,admissible,edge_order,1,
265,admissible,full_iso,1,
265,mutation,metric,1,typed_neighbor=G@1.25
265,mutation,edge_type,1,out_edge_type=G
265,mutation,boundary,1,boundary=open
265,mutation,warrant,1,warrant=definition
265,mutation,continuation,1,continuation=0
265,mutation,role,1,role=participant
266,admissible,rename,1,
266,admissible,rigid_isometry,1,
266,admissible,edge_order,1,
266,admissible,full_iso,1,
266,mutation,metric,1,exists_metric_le=2.0
266,mutation,edge_type,1,out_edge_type=G
266,mutation,boundary,1,boundary=open
266,mutation,warrant,1,warrant=definition
266,mutation,continuation,1,continuation=0
266,mutation,role,1,role=participant
267,admissible,rename,1,
267,admissible,rigid_isometry,1,
267,admissible,edge_order,1,
267,admissible,full_iso,1,
267,mutation,metric,1,out_edge_type=G
267,mutation,edge_type,1,out_edge_type=G
267,mutation,boundary,1,boundary=open
267,mutation,warrant,1,warrant=definition
267,mutation,continuation,1,continuation=0
267,mutation,role,1,role=participant
268,admissible,rename,1,
268,admissible,rigid_isometry,1,
268,admissible,edge_order,1,
268,admissible,full_iso,1,
268,mutation,metric,1,out_edge_type=G
268,mutation,edge_type,1,out_edge_type=G
268,mutation,boundary,1,boundary=open
268,mutation,warrant,1,warrant=definition
268,mutation,continuation,1,continuation=0
268,mutation,role,1,role=participant
269,admissible,rename,1,
269,admissible,rigid_isometry,1,
269,admissible,edge_order,1,
269,admissible,full_iso,1,
269,mutation,metric,1,exists_same_type_metric_le=3.0
269,mutation,edge_type,1,out_edge_type=G
269,mutation,boundary,1,boundary=open
269,mutation,warrant,1,warrant=definition
269,mutation,continuation,1,continuation=0
269,mutation,role,1,role=participant
270,admissible,rename,1,
270,admissible,rigid_isometry,1,
270,admissible,edge_order,1,
270,admissible,full_iso,1,
270,mutation,metric,1,exists_metric_le=1.25
270,mutation,edge_type,1,out_edge_type=G
270,mutation,boundary,1,boundary=open
270,mutation,warrant,1,warrant=definition
270,mutation,continuation,1,continuation=0
270,mutation,role,1,role=participant
271,admissible,rename,1,
271,admissible,rigid_isometry,1,
271,admissible,edge_order,1,
271,admissible,full_iso,1,
271,mutation,metric,1,out_edge_type=G
271,mutation,edge_type,1,out_edge_type=G
271,mutation,boundary,1,boundary=open
271,mutation,warrant,1,warrant=definition
271,mutation,continuation,1,continuation=0
271,mutation,role,1,role=participant
272,admissible,rename,1,
272,admissible,rigid_isometry,1,
272,admissible,edge_order,1,
272,admissible,full_iso,1,
272,mutation,metric,1,out_edge_type=G
272,mutation,edge_type,1,out_edge_type=G
272,mutation,boundary,1,boundary=open
272,mutation,warrant,1,warrant=definition
272,mutation,continuation,1,continuation=0
272,mutation,role,1,role=participant
273,admissible,rename,1,
273,admissible,rigid_isometry,1,
273,admissible,edge_order,1,
273,admissible,full_iso,1,
273,mutation,metric,1,exists_metric_le=1.25
273,mutation,edge_type,1,out_edge_type=G
273,mutation,boundary,1,boundary=open
273,mutation,warrant,1,warrant=definition
273,mutation,continuation,1,continuation=0
273,mutation,role,1,role=participant
274,admissible,rename,1,
274,admissible,rigid_isometry,1,
274,admissible,edge_order,1,
274,admissible,full_iso,1,
274,mutation,metric,1,out_edge_type=G
274,mutation,edge_type,1,out_edge_type=G
274,mutation,boundary,1,boundary=open
274,mutation,warrant,1,warrant=definition
274,mutation,continuation,1,continuation=0
274,mutation,role,1,role=participant
275,admissible,rename,1,
275,admissible,rigid_isometry,1,
275,admissible,edge_order,1,
275,admissible,full_iso,1,
275,mutation,metric,1,out_edge_type=G
275,mutation,edge_type,1,out_edge_type=G
275,mutation,boundary,1,boundary=open
275,mutation,warrant,1,warrant=definition
275,mutation,continuation,1,continuation=0
275,mutation,role,1,role=participant
276,admissible,rename,1,
276,admissible,rigid_isometry,1,
276,admissible,edge_order,1,
276,admissible,full_iso,1,
276,mutation,metric,1,exists_metric_le=1.25
276,mutation,edge_type,1,out_edge_type=G
276,mutation,boundary,1,boundary=open
276,mutation,warrant,1,warrant=definition
276,mutation,continuation,1,continuation=0
276,mutation,role,1,role=participant
277,admissible,rename,1,
277,admissible,rigid_isometry,1,
277,admissible,edge_order,1,
277,admissible,full_iso,1,
277,mutation,metric,1,out_edge_type=G
277,mutation,edge_type,1,out_edge_type=G
277,mutation,boundary,1,boundary=open
277,mutation,warrant,1,warrant=definition
277,mutation,continuation,1,continuation=0
277,mutation,role,1,role=participant
278,admissible,rename,1,
278,admissible,rigid_isometry,1,
278,admissible,edge_order,1,
278,admissible,full_iso,1,
278,mutation,metric,1,out_edge_type=G
278,mutation,edge_type,1,out_edge_type=G
278,mutation,boundary,1,boundary=open
278,mutation,warrant,1,warrant=definition
278,mutation,continuation,1,continuation=0
278,mutation,role,1,role=participant
279,admissible,rename,1,
279,admissible,rigid_isometry,1,
279,admissible,edge_order,1,
279,admissible,full_iso,1,
279,mutation,metric,1,out_edge_type=G
279,mutation,edge_type,1,out_edge_type=G
279,mutation,boundary,1,boundary=open
279,mutation,warrant,1,warrant=definition
279,mutation,continuation,1,continuation=0
279,mutation,role,1,role=participant
280,admissible,rename,1,
280,admissible,rigid_isometry,1,
280,admissible,edge_order,1,
280,admissible,full_iso,1,
280,mutation,metric,1,exists_same_type_metric_le=2.0
280,mutation,edge_type,1,out_edge_type=G
280,mutation,boundary,1,boundary=open
280,mutation,warrant,1,warrant=definition
280,mutation,continuation,1,continuation=0
280,mutation,role,1,role=participant
281,admissible,rename,1,
281,admissible,rigid_isometry,1,
281,admissible,edge_order,1,
281,admissible,full_iso,1,
281,mutation,metric,1,typed_neighbor=G@2.0
281,mutation,edge_type,1,out_edge_type=G
281,mutation,boundary,1,boundary=open
281,mutation,warrant,1,warrant=definition
281,mutation,continuation,1,continuation=0
281,mutation,role,1,role=participant
282,admissible,rename,1,
282,admissible,rigid_isometry,1,
282,admissible,edge_order,1,
282,admissible,full_iso,1,
282,mutation,metric,1,out_edge_type=G
282,mutation,edge_type,1,out_edge_type=G
282,mutation,boundary,1,boundary=open
282,mutation,warrant,1,warrant=definition
282,mutation,continuation,1,continuation=0
282,mutation,role,1,role=participant
283,admissible,rename,1,
283,admissible,rigid_isometry,1,
283,admissible,edge_order,1,
283,admissible,full_iso,1,
283,mutation,metric,1,typed_neighbor=G@3.0
283,mutation,edge_type,1,out_edge_type=G
283,mutation,boundary,1,boundary=open
283,mutation,warrant,1,warrant=definition
283,mutation,continuation,1,continuation=0
283,mutation,role,1,role=participant
284,admissible,rename,1,
284,admissible,rigid_isometry,1,
284,admissible,edge_order,1,
284,admissible,full_iso,1,
284,mutation,metric,1,exists_metric_le=1.25
284,mutation,edge_type,1,out_edge_type=G
284,mutation,boundary,1,boundary=open
284,mutation,warrant,1,warrant=definition
284,mutation,continuation,1,continuation=0
284,mutation,role,1,role=participant
285,admissible,rename,1,
285,admissible,rigid_isometry,1,
285,admissible,edge_order,1,
285,admissible,full_iso,1,
285,mutation,metric,1,out_edge_type=G
285,mutation,edge_type,1,out_edge_type=G
285,mutation,boundary,1,boundary=open
285,mutation,warrant,1,warrant=definition
285,mutation,continuation,1,continuation=0
285,mutation,role,1,role=participant
286,admissible,rename,1,
286,admissible,rigid_isometry,1,
286,admissible,edge_order,1,
286,admissible,full_iso,1,
286,mutation,metric,1,out_edge_type=G
286,mutation,edge_type,1,out_edge_type=G
286,mutation,boundary,1,boundary=open
286,mutation,warrant,1,warrant=definition
286,mutation,continuation,1,continuation=0
286,mutation,role,1,role=participant
287,admissible,rename,1,
287,admissible,rigid_isometry,1,
287,admissible,edge_order,1,
287,admissible,full_iso,1,
287,mutation,metric,1,exists_metric_le=1.25
287,mutation,edge_type,1,out_edge_type=G
287,mutation,boundary,1,boundary=open
287,mutation,warrant,1,warrant=definition
287,mutation,continuation,1,continuation=0
287,mutation,role,1,role=participant
288,admissible,rename,1,
288,admissible,rigid_isometry,1,
288,admissible,edge_order,1,
288,admissible,full_iso,1,
288,mutation,metric,1,out_edge_type=G
288,mutation,edge_type,1,out_edge_type=G
288,mutation,boundary,1,boundary=open
288,mutation,warrant,1,warrant=definition
288,mutation,continuation,1,continuation=0
288,mutation,role,1,role=participant
289,admissible,rename,1,
289,admissible,rigid_isometry,1,
289,admissible,edge_order,1,
289,admissible,full_iso,1,
289,mutation,metric,1,exists_metric_le=2.0
289,mutation,edge_type,1,out_edge_type=G
289,mutation,boundary,1,boundary=open
289,mutation,warrant,1,warrant=definition
289,mutation,continuation,1,continuation=0
289,mutation,role,1,role=participant
290,admissible,rename,1,
290,admissible,rigid_isometry,1,
290,admissible,edge_order,1,
290,admissible,full_iso,1,
290,mutation,metric,1,out_edge_type=G
290,mutation,edge_type,1,out_edge_type=G
290,mutation,boundary,1,boundary=open
290,mutation,warrant,1,warrant=definition
290,mutation,continuation,1,continuation=0
290,mutation,role,1,role=participant
291,admissible,rename,1,
291,admissible,rigid_isometry,1,
291,admissible,edge_order,1,
291,admissible,full_iso,1,
291,mutation,metric,1,out_edge_type=G
291,mutation,edge_type,1,out_edge_type=G
291,mutation,boundary,1,boundary=open
291,mutation,warrant,1,warrant=definition
291,mutation,continuation,1,continuation=0
291,mutation,role,1,role=participant
292,admissible,rename,1,
292,admissible,rigid_isometry,1,
292,admissible,edge_order,1,
292,admissible,full_iso,1,
292,mutation,metric,1,out_edge_type=G
292,mutation,edge_type,1,out_edge_type=G
292,mutation,boundary,1,boundary=open
292,mutation,warrant,1,warrant=definition
292,mutation,continuation,1,continuation=0
292,mutation,role,1,role=participant
293,admissible,rename,1,
293,admissible,rigid_isometry,1,
293,admissible,edge_order,1,
293,admissible,full_iso,1,
293,mutation,metric,1,out_edge_type=G
293,mutation,edge_type,1,out_edge_type=G
293,mutation,boundary,1,boundary=open
293,mutation,warrant,1,warrant=definition
293,mutation,continuation,1,continuation=0
293,mutation,role,1,role=participant
294,admissible,rename,1,
294,admissible,rigid_isometry,1,
294,admissible,edge_order,1,
294,admissible,full_iso,1,
294,mutation,metric,1,out_edge_type=G
294,mutation,edge_type,1,out_edge_type=G
294,mutation,boundary,1,boundary=open
294,mutation,warrant,1,warrant=definition
294,mutation,continuation,1,continuation=0
294,mutation,role,1,role=participant
295,admissible,rename,1,
295,admissible,rigid_isometry,1,
295,admissible,edge_order,1,
295,admissible,full_iso,1,
295,mutation,metric,1,out_edge_type=G
295,mutation,edge_type,1,out_edge_type=G
295,mutation,boundary,1,boundary=open
295,mutation,warrant,1,warrant=definition
295,mutation,continuation,1,continuation=0
295,mutation,role,1,role=participant
296,admissible,rename,1,
296,admissible,rigid_isometry,1,
296,admissible,edge_order,1,
296,admissible,full_iso,1,
296,mutation,metric,1,out_edge_type=G
296,mutation,edge_type,1,out_edge_type=G
296,mutation,boundary,1,boundary=open
296,mutation,warrant,1,warrant=definition
296,mutation,continuation,1,continuation=0
296,mutation,role,1,role=participant
297,admissible,rename,1,
297,admissible,rigid_isometry,1,
297,admissible,edge_order,1,
297,admissible,full_iso,1,
297,mutation,metric,1,exists_metric_le=1.25
297,mutation,edge_type,1,out_edge_type=G
297,mutation,boundary,1,boundary=open
297,mutation,warrant,1,warrant=definition
297,mutation,continuation,1,continuation=0
297,mutation,role,1,role=participant
298,admissible,rename,1,
298,admissible,rigid_isometry,1,
298,admissible,edge_order,1,
298,admissible,full_iso,1,
298,mutation,metric,1,typed_neighbor=G@1.25
298,mutation,edge_type,1,out_edge_type=G
298,mutation,boundary,1,boundary=open
298,mutation,warrant,1,warrant=definition
298,mutation,continuation,1,continuation=0
298,mutation,role,1,role=participant
299,admissible,rename,1,
299,admissible,rigid_isometry,1,
299,admissible,edge_order,1,
299,admissible,full_iso,1,
299,mutation,metric,1,out_edge_type=G
299,mutation,edge_type,1,out_edge_type=G
299,mutation,boundary,1,boundary=open
299,mutation,warrant,1,warrant=definition
299,mutation,continuation,1,continuation=0
299,mutation,role,1,role=participant
300,admissible,rename,1,
300,admissible,rigid_isometry,1,
300,admissible,edge_order,1,
300,admissible,full_iso,1,
300,mutation,metric,1,typed_neighbor=G@1.25
300,mutation,edge_type,1,out_edge_type=G
300,mutation,boundary,1,boundary=open
300,mutation,warrant,1,warrant=definition
300,mutation,continuation,1,continuation=0
300,mutation,role,1,role=participant
301,admissible,rename,1,
301,admissible,rigid_isometry,1,
301,admissible,edge_order,1,
301,admissible,full_iso,1,
301,mutation,metric,1,out_edge_type=G
301,mutation,edge_type,1,out_edge_type=G
301,mutation,boundary,1,boundary=open
301,mutation,warrant,1,warrant=definition
301,mutation,continuation,1,continuation=0
301,mutation,role,1,role=participant
302,admissible,rename,1,
302,admissible,rigid_isometry,1,
302,admissible,edge_order,1,
302,admissible,full_iso,1,
302,mutation,metric,1,out_edge_type=G
302,mutation,edge_type,1,out_edge_type=G
302,mutation,boundary,1,boundary=open
302,mutation,warrant,1,warrant=definition
302,mutation,continuation,1,continuation=0
302,mutation,role,1,role=participant
303,admissible,rename,1,
303,admissible,rigid_isometry,1,
303,admissible,edge_order,1,
303,admissible,full_iso,1,
303,mutation,metric,1,typed_neighbor=G@3.0
303,mutation,edge_type,1,out_edge_type=G
303,mutation,boundary,1,boundary=open
303,mutation,warrant,1,warrant=definition
303,mutation,continuation,1,continuation=0
303,mutation,role,1,role=participant
304,admissible,rename,1,
304,admissible,rigid_isometry,1,
304,admissible,edge_order,1,
304,admissible,full_iso,1,
304,mutation,metric,1,exists_metric_le=1.25
304,mutation,edge_type,1,out_edge_type=G
304,mutation,boundary,1,boundary=open
304,mutation,warrant,1,warrant=definition
304,mutation,continuation,1,continuation=0
304,mutation,role,1,role=participant
305,admissible,rename,1,
305,admissible,rigid_isometry,1,
305,admissible,edge_order,1,
305,admissible,full_iso,1,
305,mutation,metric,1,out_edge_type=G
305,mutation,edge_type,1,out_edge_type=G
305,mutation,boundary,1,boundary=open
305,mutation,warrant,1,warrant=definition
305,mutation,continuation,1,continuation=0
305,mutation,role,1,role=participant
306,admissible,rename,1,
306,admissible,rigid_isometry,1,
306,admissible,edge_order,1,
306,admissible,full_iso,1,
306,mutation,metric,1,exists_metric_le=1.25
306,mutation,edge_type,1,out_edge_type=G
306,mutation,boundary,1,boundary=open
306,mutation,warrant,1,warrant=definition
306,mutation,continuation,1,continuation=0
306,mutation,role,1,role=participant
307,admissible,rename,1,
307,admissible,rigid_isometry,1,
307,admissible,edge_order,1,
307,admissible,full_iso,1,
307,mutation,metric,1,out_edge_type=G
307,mutation,edge_type,1,out_edge_type=G
307,mutation,boundary,1,boundary=open
307,mutation,warrant,1,warrant=definition
307,mutation,continuation,1,continuation=0
307,mutation,role,1,role=participant
308,admissible,rename,1,
308,admissible,rigid_isometry,1,
308,admissible,edge_order,1,
308,admissible,full_iso,1,
308,mutation,metric,1,out_edge_type=G
308,mutation,edge_type,1,out_edge_type=G
308,mutation,boundary,1,boundary=open
308,mutation,warrant,1,warrant=definition
308,mutation,continuation,1,continuation=0
308,mutation,role,1,role=participant
309,admissible,rename,1,
309,admissible,rigid_isometry,1,
309,admissible,edge_order,1,
309,admissible,full_iso,1,
309,mutation,metric,1,exists_metric_le=1.25
309,mutation,edge_type,1,out_edge_type=G
309,mutation,boundary,1,boundary=open
309,mutation,warrant,1,warrant=definition
309,mutation,continuation,1,continuation=0
309,mutation,role,1,role=participant
310,admissible,rename,1,
310,admissible,rigid_isometry,1,
310,admissible,edge_order,1,
310,admissible,full_iso,1,
310,mutation,metric,1,out_edge_type=G
310,mutation,edge_type,1,out_edge_type=G
310,mutation,boundary,1,boundary=open
310,mutation,warrant,1,warrant=definition
310,mutation,continuation,1,continuation=0
310,mutation,role,1,role=participant
311,admissible,rename,1,
311,admissible,rigid_isometry,1,
311,admissible,edge_order,1,
311,admissible,full_iso,1,
311,mutation,metric,1,out_edge_type=G
311,mutation,edge_type,1,out_edge_type=G
311,mutation,boundary,1,boundary=open
311,mutation,warrant,1,warrant=definition
311,mutation,continuation,1,continuation=0
311,mutation,role,1,role=participant
312,admissible,rename,1,
312,admissible,rigid_isometry,1,
312,admissible,edge_order,1,
312,admissible,full_iso,1,
312,mutation,metric,1,out_edge_type=G
312,mutation,edge_type,1,out_edge_type=G
312,mutation,boundary,1,boundary=open
312,mutation,warrant,1,warrant=definition
312,mutation,continuation,1,continuation=0
312,mutation,role,1,role=participant
313,admissible,rename,1,
313,admissible,rigid_isometry,1,
313,admissible,edge_order,1,
313,admissible,full_iso,1,
313,mutation,metric,1,out_edge_type=G
313,mutation,edge_type,1,out_edge_type=G
313,mutation,boundary,1,boundary=open
313,mutation,warrant,1,warrant=definition
313,mutation,continuation,1,continuation=0
313,mutation,role,1,role=participant
314,admissible,rename,1,
314,admissible,rigid_isometry,1,
314,admissible,edge_order,1,
314,admissible,full_iso,1,
314,mutation,metric,1,out_edge_type=G
314,mutation,edge_type,1,out_edge_type=G
314,mutation,boundary,1,boundary=open
314,mutation,warrant,1,warrant=definition
314,mutation,continuation,1,continuation=0
314,mutation,role,1,role=participant
315,admissible,rename,1,
315,admissible,rigid_isometry,1,
315,admissible,edge_order,1,
315,admissible,full_iso,1,
315,mutation,metric,1,exists_metric_le=3.0
315,mutation,edge_type,1,out_edge_type=G
315,mutation,boundary,1,boundary=open
315,mutation,warrant,1,warrant=definition
315,mutation,continuation,1,continuation=0
315,mutation,role,1,role=participant
316,admissible,rename,1,
316,admissible,rigid_isometry,1,
316,admissible,edge_order,1,
316,admissible,full_iso,1,
316,mutation,metric,1,out_edge_type=G
316,mutation,edge_type,1,out_edge_type=G
316,mutation,boundary,1,boundary=open
316,mutation,warrant,1,warrant=definition
316,mutation,continuation,1,continuation=0
316,mutation,role,1,role=participant
317,admissible,rename,1,
317,admissible,rigid_isometry,1,
317,admissible,edge_order,1,
317,admissible,full_iso,1,
317,mutation,metric,1,typed_neighbor=G@3.0
317,mutation,edge_type,1,out_edge_type=G
317,mutation,boundary,1,boundary=open
317,mutation,warrant,1,warrant=definition
317,mutation,continuation,1,continuation=0
317,mutation,role,1,role=participant
318,admissible,rename,1,
318,admissible,rigid_isometry,1,
318,admissible,edge_order,1,
318,admissible,full_iso,1,
318,mutation,metric,1,out_edge_type=G
318,mutation,edge_type,1,out_edge_type=G
318,mutation,boundary,1,boundary=open
318,mutation,warrant,1,warrant=definition
318,mutation,continuation,1,continuation=0
318,mutation,role,1,role=participant
319,admissible,rename,1,
319,admissible,rigid_isometry,1,
319,admissible,edge_order,1,
319,admissible,full_iso,1,
319,mutation,metric,1,out_edge_type=G
319,mutation,edge_type,1,out_edge_type=G
319,mutation,boundary,1,boundary=open
319,mutation,warrant,1,warrant=definition
319,mutation,continuation,1,continuation=0
319,mutation,role,1,role=participant
320,admissible,rename,1,
320,admissible,rigid_isometry,1,
320,admissible,edge_order,1,
320,admissible,full_iso,1,
320,mutation,metric,1,out_edge_type=G
320,mutation,edge_type,1,out_edge_type=G
320,mutation,boundary,1,boundary=open
320,mutation,warrant,1,warrant=definition
320,mutation,continuation,1,continuation=0
320,mutation,role,1,role=participant
321,admissible,rename,1,
321,admissible,rigid_isometry,1,
321,admissible,edge_order,1,
321,admissible,full_iso,1,
321,mutation,metric,1,exists_metric_le=1.25
321,mutation,edge_type,1,out_edge_type=G
321,mutation,boundary,1,boundary=open
321,mutation,warrant,1,warrant=definition
321,mutation,continuation,1,continuation=0
321,mutation,role,1,role=participant
322,admissible,rename,1,
322,admissible,rigid_isometry,1,
322,admissible,edge_order,1,
322,admissible,full_iso,1,
322,mutation,metric,1,out_edge_type=G
322,mutation,edge_type,1,out_edge_type=G
322,mutation,boundary,1,boundary=open
322,mutation,warrant,1,warrant=definition
322,mutation,continuation,1,continuation=0
322,mutation,role,1,role=participant
323,admissible,rename,1,
323,admissible,rigid_isometry,1,
323,admissible,edge_order,1,
323,admissible,full_iso,1,
323,mutation,metric,1,exists_metric_le=1.25
323,mutation,edge_type,1,out_edge_type=G
323,mutation,boundary,1,boundary=open
323,mutation,warrant,1,warrant=definition
323,mutation,continuation,1,continuation=0
323,mutation,role,1,role=participant
324,admissible,rename,1,
324,admissible,rigid_isometry,1,
324,admissible,edge_order,1,
324,admissible,full_iso,1,
324,mutation,metric,1,exists_metric_le=2.0
324,mutation,edge_type,1,out_edge_type=G
324,mutation,boundary,1,boundary=open
324,mutation,warrant,1,warrant=definition
324,mutation,continuation,1,continuation=0
324,mutation,role,1,role=participant
325,admissible,rename,1,
325,admissible,rigid_isometry,1,
325,admissible,edge_order,1,
325,admissible,full_iso,1,
325,mutation,metric,1,exists_metric_le=1.25
325,mutation,edge_type,1,out_edge_type=G
325,mutation,boundary,1,boundary=open
325,mutation,warrant,1,warrant=definition
325,mutation,continuation,1,continuation=0
325,mutation,role,1,role=participant
326,admissible,rename,1,
326,admissible,rigid_isometry,1,
326,admissible,edge_order,1,
326,admissible,full_iso,1,
326,mutation,metric,1,out_edge_type=G
326,mutation,edge_type,1,out_edge_type=G
326,mutation,boundary,1,boundary=open
326,mutation,warrant,1,warrant=definition
326,mutation,continuation,1,continuation=0
326,mutation,role,1,role=participant
327,admissible,rename,1,
327,admissible,rigid_isometry,1,
327,admissible,edge_order,1,
327,admissible,full_iso,1,
327,mutation,metric,1,out_edge_type=G
327,mutation,edge_type,1,out_edge_type=G
327,mutation,boundary,1,boundary=open
327,mutation,warrant,1,warrant=definition
327,mutation,continuation,1,continuation=0
327,mutation,role,1,role=participant
328,admissible,rename,1,
328,admissible,rigid_isometry,1,
328,admissible,edge_order,1,
328,admissible,full_iso,1,
328,mutation,metric,1,out_edge_type=G
328,mutation,edge_type,1,out_edge_type=G
328,mutation,boundary,1,boundary=open
328,mutation,warrant,1,warrant=definition
328,mutation,continuation,1,continuation=0
328,mutation,role,1,role=participant
329,admissible,rename,1,
329,admissible,rigid_isometry,1,
329,admissible,edge_order,1,
329,admissible,full_iso,1,
329,mutation,metric,1,out_edge_type=G
329,mutation,edge_type,1,out_edge_type=G
329,mutation,boundary,1,boundary=open
329,mutation,warrant,1,warrant=definition
329,mutation,continuation,1,continuation=0
329,mutation,role,1,role=participant
330,admissible,rename,1,
330,admissible,rigid_isometry,1,
330,admissible,edge_order,1,
330,admissible,full_iso,1,
330,mutation,metric,1,out_edge_type=G
330,mutation,edge_type,1,out_edge_type=G
330,mutation,boundary,1,boundary=open
330,mutation,warrant,1,warrant=definition
330,mutation,continuation,1,continuation=0
330,mutation,role,1,role=participant
331,admissible,rename,1,
331,admissible,rigid_isometry,1,
331,admissible,edge_order,1,
331,admissible,full_iso,1,
331,mutation,metric,1,exists_metric_le=1.25
331,mutation,edge_type,1,out_edge_type=G
331,mutation,boundary,1,boundary=open
331,mutation,warrant,1,warrant=definition
331,mutation,continuation,1,continuation=0
331,mutation,role,1,role=participant
332,admissible,rename,1,
332,admissible,rigid_isometry,1,
332,admissible,edge_order,1,
332,admissible,full_iso,1,
332,mutation,metric,1,out_edge_type=G
332,mutation,edge_type,1,out_edge_type=G
332,mutation,boundary,1,boundary=open
332,mutation,warrant,1,warrant=definition
332,mutation,continuation,1,continuation=0
332,mutation,role,1,role=participant
333,admissible,rename,1,
333,admissible,rigid_isometry,1,
333,admissible,edge_order,1,
333,admissible,full_iso,1,
333,mutation,metric,1,out_edge_type=G
333,mutation,edge_type,1,out_edge_type=G
333,mutation,boundary,1,boundary=open
