world,complete_max_regret,open_max_regret,aggregate_max_regret,complete_mean_regret,open_mean_regret,aggregate_mean_regret
6136,0.07834729135640695,0.07834729135640695,3.3681306685087407,0.0056866814489136734,0.0056866814489136734,1.3864220415186181
6137,0.0045051266783315835,0.007997171466958775,5.302087686163788,0.0001877136115971493,0.0005209290893870983,1.3289272950857365
6138,0.0026206356451892177,0.886796860949641,4.229108368732698,0.00010919315188288407,0.03832981809650079,1.515942213923968
6139,0.07639475531745465,0.07639475531745465,3.607982710592094,0.003183114804893944,0.003183114804893944,1.454906571903509
6140,0.0,0.0,3.069670167299563,0.0,0.0,1.5927626335644798
6141,0.0,0.16556213309932177,3.2365444282887217,0.0,0.00689842221247174,1.3062243383598457
6142,0.06926378348540085,0.949057689195421,4.382341444026472,0.002885990978558369,0.046122300182497765,1.1974113573487684
6143,0.0,0.03250686751039722,4.0384770859867345,0.0,0.0013544528129332174,1.5754701897039638
6144,0.0,0.15606132139620116,3.3295598677709624,0.0,0.006502555058175048,1.3837571097622474
6145,0.0,0.0,4.109010628118334,0.0,0.0,1.5726899816143793
6146,0.0845924698441014,0.5548660513748822,5.233347257784878,0.006862597912481967,0.03465102109587304,1.2372229259366816
6147,0.0,0.0,4.3925023057048715,0.0,0.0,1.3008458674022176
6148,0.0,0.0,4.102260275652217,0.0,0.0,1.3834250300241806
6149,0.06098117659776625,0.9670066643946282,3.118874399970194,0.0025408823582402603,0.042228808173656936,1.1929559384332558
6150,0.09845914533689393,0.029915401207758263,3.879308946720462,0.009248883602010224,0.001246475050323261,1.1857208489934097
6151,0.06664891845604748,0.597558516778946,3.2637575573963806,0.004282444790435075,0.05084747740028998,1.2960574756521162
6152,0.0003124731482725407,0.06380916403343717,3.8070468419353247,1.3019714511355862e-05,0.002671734882571238,1.346911665274315
6153,0.0,0.0,4.21923380272429,0.0,0.0,1.384241437511603
6154,0.0,0.012762376278093956,3.5561326564596416,0.0,0.0005317656782539149,1.4428276427730378
6155,0.02814248193957236,0.0,4.323783965444709,0.0011726034141488484,0.0,1.4554312722395057
6156,0.040545632549600086,0.412185404479655,3.634828727519527,0.001689401356233337,0.017174391853318958,1.3049691606835947
6157,0.11185519671823707,0.11185519671823707,3.3906771653764083,0.007143758421217848,0.007143758421217848,1.2369209855354386
6158,0.0,0.0,2.6051135072528866,0.0,0.0,1.2626548434087674
6159,0.00994036856846825,0.00994036856846825,3.893681847886983,0.00041418202368617707,0.00041418202368617707,1.3840656656588715
6160,0.0,0.0,3.3941200574656953,0.0,0.0,1.423937134832931
6161,0.02124191313307977,0.2465334992361654,4.285663539023737,0.0008850797138783237,0.012772549509777284,1.3048355645909062
